Yapmadıkça daha çok strese girdiğiniz ve strese girdikçe yapmadığınız şeyler? 😟;2
Her şeyden sıkılıp kitaplara sığınanlar fav;2
“Aman banane yaa” demeyi öğrendiğin zaman hayat daha yaşanılır bir yer oluyor 👌🏼;2
Gündüz vakti işe gitmeyi unuttuk 😞;2
Bu ara proje yapan yapana 😁;2
Serviste uyumak ne güzel şey her servise bindiğimde böyle verimli uyusam günde 2 saat garantilerim ama nerdeee️;2
Tam diş fırçalarken son birkaç haftadır ablamın kendinin sanıp o fırçayı kullandığını öğrenmem 🤦🏻‍️;2
“Kalkayım ama hemen gidip serviste uyuyayım” da olabilir 🤔;2
Yine bir kalkıyım ama hemen gidip serviste uyuyum sabahı 😴;2
Yihuuu 2018’i kapatırken güzel bir haber geldiiiii😍😍;2
Bıraktım oldurmaya çalışmıyorum iyi geliyor mu geliyor valla😁;2
Ben 4 kişinin yaptığı işi yapıyorumhesap tutuyorum tek tek yazıyoraklımda tutuyorumbilgisayarda yanlış tuşa basarsın hata yaparsın yazıyla yazarsan hata olmazbilgisayar işleri 1 gün geciktiriyor diyen bir amca oturuyor ön koltukta. Amca ben bilgisayar mühendisiyim desem mi🤔;2
Ben o fotoğrafı görünce üzülmedim aksine sevindim çünkü gözlerindeki ışığı görebiliyorum.;2
Konudan emin olmadan kendinden emin konuşanlara bir kez daha gıcık oldum şimdi bak😏;2
Karanlıkta kalkılan ızdırap dolu günler başladı 😞;2
İş çıkışı dağıtılan kandil simidi bir güzel gitti ki sormayın😌 kandiliniz mübarek olsun️;2
Yemek yerken internette takılmak istediğimde bi 3. elim olsa güzel olurmuş diyorum 👀;2
Saçmasapan konuşup böyle günlerde gündem olmaya çalışan gerizekalılardan hiç bahsetmeyip onları yok saymayı daha doğru buluyorum. Amaçlarına ulaşamasınlar gölge edemeyeceklerini bir kez daha anlasınlar!;2
Şükür 🙏🏻;2
Aslında eski yazısıymış benim yazıyla karşılaşmam iyi denk gelmiş😊;2
Amaaaaan ay hiç uğraşamam mode on. Bu halimi seviyorum️;2
Arşivdeki fotoğraflara bakarken içim acıyacak diye elim gitmedi desem?. O anı ölümsüzleştiriyim dönüp bakarım diye çektiğimiz fotoğraflar kaybettiklerimizin acısıyla bakılmayacak şeyler oluyormuş meğer...;2
Ülkede yine bir tane güzel haber yok yakında Twitter’a da girmeyi bırakıcam😒;2
Çalışmaya başlayınca zamanın yetmeyeceğini biliyorum o yüzden çalışmaya başlayamıyorum. Bu sorunsalın içinden nasıl çıkacağım🤦🏻‍️;2
Şu hayatta en çok kraldan çok kralcıları sevmedim.;2
Dün Slimani 2. golde topa baktı ofsaytta olduğunu fark etti hemen kaçtı ve kafayı attı anlatılmaz yaşanırdı yaşadım şükür😁;2
Dün Yaşar bugün Neşet Ertaş can çektiriyorsun Twitter ️;2
Hayatımızdakilerin saygısızlığı bize dert tasa olarak dönüyor😠 keşke herkes sınırlarını bilse 🤨;2
Peki ya kötülükler?;2
Her şeyi bir kenara bırakıp iyiliğe ve güzelliğe inanmak istiyor insan 🌸;2
Hayattan da bir süreliğine çevrimdışı olabilsek güzel olmaz mıydı🤮;2
2 sn geçseydi🤦🏻‍️;2
Öğrenememişim tekrar baktım “alçaklık” demekmiş 😒;2
Virüsler tarafından ele geçirildim 🤧 🤒;2
İnsanın kolu kanadı kırılıyor sanki😔;2
He anca onu yaparsın gerizekalı demek istediğim insanlar var😒;2
Bugün de denaet nedir öğrendik çok şükür😁;2
Hay allam ya ben ne kadar sevmiyorsam o kadar burnumun dibinde bitiyor hava gelsin diye açtığım camdan sigara kokusu geliyor🤦🏻‍️🤦🏻‍️🤦🏻‍️;2
Iyyy herkesi hemen aileden sanan vıcık vıcık tipler beni çok irite ediyor😏;2
Bilemiyorum Altan bilemiyorum.;2
Kötü haberlere bir yenisi daha eklendi bugün😞;2
Sosyal medya da insanın psikolojisini bozar oldu yavaş yavaş ondan da mı kaçsam?;2
Kahrolsun bağzı rüyalar👊🏼;2
Havadaki tatlı serin esinti ️;2
Bir tane güzel haber almıyoruz yeter yahu yeter.;2
ODTÜ ODTÜ'lülerindir bir kez daha göstermiş yeni mezun arkadaşlarımız. Gurur duydum🤗;2
Hani bugün erken yatacaktım🤦🏻‍️;2
İyiki varsın dediğin kişilerle olmak ne büyük mutluluk 😇;2
Çocukları özgür yetiştirmekle başıboş yetiştirmek farklı diye yazmış bir uzman çok haklı. Kendini özgür sanan başıboş çocuklar sorumluluk almaktan kaçıyorlar.;2
Geçip giden nını zamanları nını bir yerlerde bulsak 😁 bu şarkıyı başka benim gibi söyleyen var mı acaba?😁;2
Bizim derdimiz bize yetmiyordu kafayı meşgul eden binlerce şey daha geldi hıh çok güzel.;2
Beştepe'ye giden bütün yollar kapalı aştiye ulaşamıyoruz o tarafta oturan insanlar evlerine dahi gidemiyor😠;2
Araba süreceğime kitap okurum diyip otobüse bindiğim günleri seviyorum😍;2
Babam mitingi izlerken bir yandan da kontrol ediyor diğer kanallardan yayın yapan var mı diye😁;2
Tv başında insanların coşkusunu görünce heyecanlanmamak elde değil🤗;2
Nasıl mı değiştim bir tepki vermek için bir şey yazıyorum sonra amaaan kim uğraşacak diyip siliyorum boşver iyilik yap denize at diyorum kafa rahat 😌;2
Öyle bir ter kokusu geliyor ki rexona reklamı haklıymış dedirtti😤;2
Beklediğim ilk haber geldi darısı diğerlerine. Ben demiştim Haziran'dan sonrası güzel olacak diye🤗;2
Aslında kendimi de biliyorum inanırsam başarırım yeter ki inanıyım 🙏🏻;2
Kalp ağrısı diye bir şey varmış yaşadıklarını kelimelerle anlatamadığın zamanlar varmış.;2
Bu kadar istemiyorum diyip bu kadar stalklayan başka biri yoktur herhalde😒;2
2018'in ilk güzel şeyi oldu şükür Ali Koç başkan😊. Haziran'dan sonrası güzel olacak ben inandım👍🏼;2
Sevgili olduklarını bile bilmeden Cenk Akyol'a bakıp Naz Aydemir gibi bir kızla ne yakışırlar diye yorum yapmıştım zamanında şimdi bebekleri olcakmış ne sevindim😊;2
Bu saate kadar uyumuyorsam haftasonu sevindirikliğindendir 😁;2
Sahurdan çıkalı 1 saat olmadı emeği yemek diye okumak niye🤦🏻‍️;2
2018'in tek iyi yanı çabuk geçmesi olabilir bak yarın Haziran yarıladık sayılır👌🏼;2
Pazar'dan Pazartesi'ye geçişte sıkıntı yaşıyorum bir oryantasyon falan koysalar fena olmaz 😶;2
"""Birbirimizi ne kadar anlayacağımız ya da anlayamayacağımız birbirimize ne kadar emek harcadığımıza bağlı"" cümlesi ne doğru bir cümle 👌🏼";2
Bir kişinin hatası bin kişiyi üzüyor.;2
Sahura kalkcam iyisi mi uyuyum dediğim vakit davulcular geliyor🤔;2
Demiyim demiyim diyorum ama o gelinlik cidden çok kötü değil mi yahu😣;2
"Bazen sadece ""peki"" dersin ve yoluna devam edersin.";2
Bugün üzüldüğümüz ne varsa ileride iyi taraflarını görüp iyiki diyerek bakacağız onlara bir de böyle düşünmek lazım👈🏼;2
Davranışlara yansıtamadığınız şeyleri sosyal medyada paylaştınız diye yapmış olmuyorsunuz geçin bunları.. Geç bunlarıııı anaaaam babaaam geç bunları🎶😁;2
İyi geceler dileyeah 🌚;2
İşini seve seve güleryüzlülükle yapan insanlara bayılıyorum🤗;2
Tamam tamam sustum tamam sustum tamam tamam.. Böyle bir şarkı vardı dimi ya🤔;2
Ben de diyorum herkes niye TAMAM yazmış asdsdsfdas;2
Haha unutmuşum diye mutlu olacağım aklıma gelmezdi😄;2
"Sabrın sonu ""yallah Arabistan'a"" 😎";2
"Neyseki ""tam battaniyenin altına girip dinlenmelik"" havada battaniyenin altındayım 😇️️️";2
Genç yaşta öldü diye üzüldüğüm insanları düşünüp artık kurtuldu diyorum.;2
En güzel zaman insanın kendine ayırdığı zaman🤗 iyi geceler😴;2
Twitter'da gezerken elimden telefon düşüyorsa artık uyumam gerek demektir iyi geceler😴;2
İnat değil bu yorgunluk bıkkınlık umutsuzluk.;2
Çok değerli insanlar var çevremde ve iyiki varlar🙏🏻 İyiki değerli insanlara ulaşacak çabayı göstermişim zamanında😇;2
Seni mutsuz eden her şeyden uzaklaş seni mutlu eden her neyse ona yaklaş. Motto edinmek lazım👌🏼;2
Çok uykumun olduğu günler servise binince hemen uyuyacağım motivasyonuyla kalkıyorum. Sonuç yine Twitter'dayım😴;2
Güzel dersler alıyorum teşekkürler hayat🙏🏻;2
Kim korkar hain kurttan?;2
Herkesi kendin gibi sanma sana samimi gözüken insanın her şartta samimi olduğunu görmeden samimiyetine inanma. Hayattan aldığım yeni ders ;2
Yani Aysel istedi mi herkes başka yerde olur konu kimin nerde olduğu değil kimin ne istediği?;2
Büyü de gel diye bi şarkı vardı dimi nasıldı o?;2
Anlattıklarımız karşımızdakilerin anladığı kadar. Bunu kabullendik mi olay bitiyor aslında👌🏼;2
Videolari da var izin verirse paylaşırım😂;2
23 Nisan'a hazırlanan yeğenime dans ederken eşlik eden babam var😍 . iyiki var🤗;2
Good relationship nothing any else 👥;2
Yalanlarla yaşamaktansa yalnız yaşamak 10 numara 5 yıldız;2
Diğerleri o kadar umrumda değil ki🙃;2
Neyseki ufkumu açan insanlar var hayatımda🙏🏻;2
Baharı karşıladık hayırlısı olsun iyi düşünelim iyi olsun😐🌸;2
Noktalama işareti kullanmadığım için kendime kızdığım bir tweet daha😒;2
Bir yanım nasıl olsa sonuç değişmeyecek iyisi mi seçimde oy kullanmayım diyor bir yanım sonuç değişmese de farklı görüşten bir kişi daha azalmış diye düşündürtmeyim diyor. . Vatandaşlık görevi diye bildiğimiz olayı düşünür olduk 🙄;2
Ben de İstiklal Marşı'nı okurken oldukça duygulanıyorum hatta bir süredir bazı değerlere yapılan saygısızlıklar aklıma geldikçe utanç duyduğum için gözlerim dolarak okuyorum. Bence hissizlik bestede değil yürekte.;2
Düşünce gücü diye bir şey var kesin var😁;2
Kadınlara yapılan haksızlara karşı durmayıp sosyal medyadan kadınlar çiçektir iyiki varlar blabla yazanlar çok samimiyetsizsiniz.;2
Annemin o daha küçük büyüyünce anlar boşverin deme büyüklüğünü benim de göstermem gerektiğini fark ettim👀;2
Her açıklamalarıyla bizimle dalga geçiyorlar resmen hilenin hurdanın olmadığı yer seçimlermiş. Oldu o zaman.💆🏻;2
Deadlock'un içinde hapsolmuş gibiyim🙄 Görüyorum ama çıkamıyorum şimdilik.;2
En basit şeyler için bile yalan söyleyen kişiden kime ne hayır gelir ki?;2
Yorumlarda bile emojisiz yorumlar daha bi tutuyor duygunu gösterdin mi sıkıntı arkadaş sıkıntı.;2
Böyle iyi duygular işin içine girince sıkıntı. Kötü ama öyle üle mi üle😁;2
Yine geldim cuma servise oturdum bi rahatlama bi mutluluk🤗;2
Şehitlerimizin haberi alındıktan sonra hala maçla ilgili yorum yapıyorlar ya ne demeli bilmiyorum bir yerde bir puan bir yerde 8 can😞😞;2
😔😔😔😔;2
Hayat bazen çok aağmaaaaağnn;2
Dayanamadım sürekli dudak büzen arkadaşı takipten çıkardım artık güzel göründüğünü sanıyor teallam ya gözüm görmesin🙄;2
Geçmiş mi daha değerli gelecek mi karar veremiyorum😑;2
Aykut Kocaman'ı Fenerbahçe'ye kötülük etsin diye getiriyorlar bence😠;2
Bir yerlerden başlamak gerek 🎬;2
Radyo ruhumu okuyor adeta tüm anısı olan şarkıları sıraladı ben seçsem bu kadar acıtmazdı💔;2
Kabul edelim gitsin dedikçe kabul edecek çok şey çıkar. O yüzden kabul etmiyoruz bunlardan kaçıyoruz.. CM2 değil hayat dersi adeta👌🏼;2
Saygısızlığa tahammülüm yok😠;2
Hayat gittikçe anlamsızlaşmıyor mu?;2
1 hafta geçmeden hayallerime kavuştum diyemicem öyle de garanticiyim😕;2
Lütfen lütfen lütfen 🙏🏻🐶🤗;2
Allah kimseyi yattığı yatakla sınamasın ağrıdan sızıdan bugün de salon kanepesini deniyorum 😑;2
Cuma günü tam servise oturcam bi mutluluk geliyor 😁;2
Vizyonsuzluğa diyecek sözüm yok 👎🏼;2
OHAL uzamazsa haber yapın da şaşıralım.;2
"""Adalet suçluyu cezalandırmayı gerektirir"". 40 yıl düşünsem aklıma gelmeyecek bir cümle arada sufle verirseniz sevinirim.";2
Gidip anneme sarılmak istiyorum başka da bir şey istemiyorum.;2
Hissizlik sonrası gelen içe oturma tam olarak hissettiğim bu.;2
2018'e harika bir giriş yaptım (!). Darısı diğer senelere diyemeyeceğim tabiki😞;2
Yüksek lisans bitsin psikoloji okuyum ben en iyisi. Belki o zaman insanları anlarım💆🏻;2
Oldu o zaman sana iyi salak yerine koymalar💁🏻;2
Hep bi eskiye özlem hep.;2
Çocuk bi şarkı söyledi hepimizin ağzında vay deli gönlüm vay;2
İyisi mi ben kitapa gömüleyim yoksa bu hayat çekilmez.;2
Fatih Terim nedir ya ben bile bıktım😏;2
Dikkat edin bak beyni olmayanlar daha mutlu.;2
Serviste uyumak istiyorum ama tweetleri de okumadan uyumak istemiyorum 😴 (UYUDU);2
Ne kadar da soft bir hava🤗;2
Hayat bazen çok duygu patlaması😣;2
Başımı yastığa koyunca geldi bu da aklıma😁;2
Bugün çok değişik bir yemek yapsam diyip patates yemeği yaptım.;2
Estetik bile azken güzelmiş ekrana çıkan herkes bi değişmiş😳;2
Hayatta bir gün biri bizi anlayacak diye umarak ölüp gideceğiz de ben ona yanıyorum.;2
Annenizi anlamak için evlenmeyi beklemeyin👌🏼;2
Çok samimiyim dediğin insana alındığını kırıldığını söyleyemiyorsan öyle samimiyet olmaz olsun 👎🏼;2
Yaşlı goldenların da göz çevreleri beyazlaşıyor ya bilin bakalım kimi onlara benzettim😁;2
İşten erken çıkmak ne kadar güzelmiş yahu hala saat 7️;2
Dün maç olduğunu bilmiyordum keşke izleseydik diye üzüldüm şu an. Tebrikler ve de teşekkürler Beşiktaş galibiyetlerinle bizi futbola yaklaştırdığın için👏🏼;2
Eve gel yemek yap ye sofrayı topla bulaşık yıka saat 21:05 👀;2
Kar yağdığında yüzümde beliren anlamsız mutluluk️;2
Gündemdeki olayların ortak noktası birileri kötü şeyler yaparken diğerlerinin kılını kıpırdatmaması.;2
